City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Athabasca,CA,54.7169,-113.2854,24.69,93,61,6.46,broken clouds
460,Tilichiki,RU,60.4667,166.1,8.98,95,28,5.55,scattered clouds
461,Ialibu,PG,-6.2821,143.9935,58.41,99,100,1.57,moderate rain
462,Pianoro,IT,44.393,11.3423,61.23,40,0,4.61,clear sky
463,Sakakah,SA,29.9697,40.2064,94.57,6,100,9.53,overcast clouds
464,Provideniya,RU,64.3833,-173.3,30.38,97,100,10.11,snow
465,Usinsk,RU,65.9939,57.5281,34.93,100,100,9.28,light snow
466,Viedma,AR,-40.8135,-62.9967,55.18,79,42,12.3,scattered clouds
467,Ust-Maya,RU,60.4167,134.5333,29.37,77,90,7.87,overcast clouds
468,Kitimat,CA,54.0524,-128.6534,39.58,67,100,5.3,overcast clouds
469,Buala,SB,-8.145,159.5921,80.11,83,100,5.1,light rain
470,Puerto Escondido,MX,15.85,-97.0667,76.03,88,40,6.91,scattered clouds
471,Borogontsy,RU,62.6683,131.1683,31.01,75,100,11.97,overcast clouds
472,Ambanja,MG,-13.6833,48.45,83.82,72,100,5.17,overcast clouds
473,Aklavik,CA,68.2191,-135.0107,-8.23,97,13,5.08,few clouds
474,Jiangyou,CN,31.7667,104.7167,62.92,58,100,3.6,moderate rain
475,Kamien Pomorski,PL,53.9685,14.7726,53.96,47,72,8.66,broken clouds
476,Mutare,ZW,-18.9707,32.6709,75.07,56,79,4.65,broken clouds
477,Padang,ID,-0.9492,100.3543,80.65,86,100,2.98,overcast clouds
478,Kruisfontein,ZA,-34.0033,24.7314,69.89,59,100,7.29,overcast clouds
479,Huanren,CN,41.2647,125.3667,53.06,34,1,3.44,clear sky
480,Kosonsoy,UZ,41.2561,71.5508,77.56,13,83,7.45,broken clouds
481,Kirakira,SB,-10.4544,161.9205,80.1,84,88,7.85,overcast clouds
482,Guerrero Negro,MX,27.9769,-114.0611,57.96,93,31,12.28,scattered clouds
483,Adelaide,AU,-34.9333,138.6,60.42,66,75,8.05,broken clouds
484,Millinocket,US,45.6573,-68.7098,33.91,69,0,6.91,clear sky
485,Volary,CZ,48.9088,13.8866,49.84,58,92,6.22,overcast clouds
486,Naze,JP,28.3667,129.4833,63.52,85,99,10.16,overcast clouds
487,Payakumbuh,ID,-0.2202,100.6308,71.19,97,100,1.14,overcast clouds
488,Bara,NG,10.3744,10.7288,91.69,38,97,8.97,overcast clouds
489,Homer,US,59.6425,-151.5483,38.8,75,100,5.01,overcast clouds
490,Jishou,CN,28.3167,109.7167,62.01,77,88,3.06,overcast clouds
491,Kankaanpaa,FI,61.8,22.4167,54.36,66,77,1.95,broken clouds
492,Alta Floresta,BR,-9.8756,-56.0861,70.47,97,90,2.98,moderate rain
493,San Lazaro,BZ,18.0387,-88.6622,70.72,95,12,0.49,few clouds
494,Sekoma,BW,-24.4,23.8833,75.31,40,0,7.34,clear sky
495,Honningsvag,NO,70.9821,25.9704,44.35,81,75,24.16,light intensity drizzle
496,Stephenville,US,32.2207,-98.2023,53.73,87,40,9.22,scattered clouds
497,Jaunjelgava,LV,56.6167,25.0833,51.91,36,87,7.31,overcast clouds
498,Oranjemund,NA,-28.55,16.4333,82.47,36,0,5.44,clear sky
499,Sechura,PE,-5.5569,-80.8222,67.15,79,77,7.4,broken clouds
500,Sitka,US,57.0531,-135.33,42.69,61,0,0.0,clear sky
501,Gizo,SB,-8.103,156.8419,82.62,75,94,4.18,light rain
502,Paita,PE,-5.0892,-81.1144,67.44,79,75,10.07,broken clouds
503,Choix,MX,26.7092,-108.3219,72.1,14,92,4.99,overcast clouds
504,Zwedru,LR,6.0667,-8.1281,84.2,62,78,2.62,light rain
505,Luganville,VU,-15.5333,167.1667,80.4,83,95,6.22,overcast clouds
506,Kerrville,US,30.0474,-99.1403,64.94,86,0,1.01,clear sky
507,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,64,20,16.11,few clouds
508,Glendive,US,47.1053,-104.7125,22.62,84,0,5.75,clear sky
509,Karratha,AU,-20.7377,116.8463,86.97,50,52,8.55,broken clouds
510,Quatre Cocos,MU,-20.2078,57.7625,82.09,81,44,11.81,moderate rain
511,Hofn,IS,64.2539,-15.2082,46.33,73,100,14.97,overcast clouds
512,Laguna,US,38.421,-121.4238,48.02,80,0,5.75,clear sky
513,Malinovoye Ozero,RU,51.6753,79.7825,73.54,19,100,8.05,overcast clouds
514,Kunming,CN,25.0389,102.7183,57.67,76,100,6.46,overcast clouds
515,Sampit,ID,-2.5333,112.95,81.75,78,88,3.74,overcast clouds
516,Ketchikan,US,55.3422,-131.6461,44.58,64,53,6.96,broken clouds
517,Hamilton,US,39.1834,-84.5333,39.31,90,100,8.05,moderate rain
518,Palmer,US,42.1584,-72.3287,36.18,90,0,0.0,clear sky
519,Kabanjahe,ID,3.1001,98.4908,66.33,96,100,2.46,light rain
520,Ahuimanu,US,21.4447,-157.8378,73.11,74,40,6.91,scattered clouds
521,Vilyuysk,RU,63.7553,121.6247,31.62,97,99,7.38,light snow
522,Olga,RU,43.7444,135.2892,41.49,72,96,3.51,overcast clouds
523,Ruteng,ID,-8.6136,120.4721,65.05,93,100,0.36,heavy intensity rain
524,Fuling,CN,29.7022,107.3919,62.13,75,100,1.68,overcast clouds
525,Pierre,US,44.3683,-100.351,24.28,77,0,10.0,clear sky
526,Porto Walter,BR,-8.2686,-72.7439,71.44,95,88,3.22,overcast clouds
527,Erzincan,TR,39.75,39.5,65.5,24,75,10.36,light rain
528,Bambanglipuro,ID,-7.95,110.2833,80.83,84,66,4.18,broken clouds
529,Alice Springs,AU,-23.7,133.8833,78.35,32,7,12.66,clear sky
530,Killybegs,IE,54.6333,-8.45,49.71,61,57,17.85,broken clouds
531,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,75,4.61,broken clouds
532,Dingle,PH,10.9995,122.6711,78.48,83,9,7.27,clear sky
533,Salinas,US,36.6777,-121.6555,44.69,83,0,0.0,haze
534,San Jose,US,37.3394,-121.895,45.43,83,0,5.75,clear sky
535,Kahului,US,20.8947,-156.47,72.84,80,20,11.5,few clouds
536,Gayeri,BF,12.6497,0.4931,97.9,7,54,8.05,broken clouds
537,Fort Nelson,CA,58.8053,-122.7002,-2.61,84,0,2.3,clear sky
538,Myshkin,RU,57.7897,38.4545,47.66,46,14,2.93,few clouds
539,Makokou,GA,0.5738,12.8642,80.26,72,100,1.43,overcast clouds
540,Savalou,BJ,7.9281,1.9756,80.22,73,100,4.83,overcast clouds
541,Wanning,CN,18.8003,110.3967,76.5,86,66,8.41,broken clouds
542,Karlstad,SE,59.3793,13.5036,55.96,47,56,3.44,broken clouds
543,Dawei,MM,14.0833,98.2,82.92,79,80,1.3,broken clouds
544,Mendoza,AR,-32.8908,-68.8272,49.53,87,0,0.0,clear sky
545,Rupert,US,42.6191,-113.6772,28.35,93,0,0.0,clear sky
546,Yanam,IN,16.7333,82.2167,92.52,55,15,11.83,few clouds
547,Punta Alta,AR,-38.8759,-62.0736,56.75,77,25,10.29,scattered clouds
548,Pacific Grove,US,36.6177,-121.9166,44.42,90,100,1.01,overcast clouds
549,Rosarito,MX,32.3333,-117.0333,58.14,86,9,9.31,clear sky
550,Pedernales,DO,18.0384,-71.744,75.63,79,100,11.32,overcast clouds
551,Zelenets,RU,61.8849,50.7489,48.45,73,90,6.53,overcast clouds
552,Jimenez,MX,28.3333,-105.4,63.07,10,33,4.68,scattered clouds
553,Pochutla,MX,15.7432,-96.4661,73.81,74,41,1.86,scattered clouds
554,Chanika,TZ,-5.4167,38.0167,82.38,58,50,7.16,scattered clouds
555,Praia,CV,14.9215,-23.5087,77.54,57,40,19.57,scattered clouds
556,Shelburne,CA,44.0787,-80.2041,29.75,77,26,5.97,scattered clouds
557,Iskateley,RU,67.6803,53.1512,32.47,100,100,6.2,overcast clouds
558,Mao,ES,39.8885,4.2658,68.56,40,0,5.75,clear sky
559,Fairbanks,US,64.8378,-147.7164,21.2,60,0,8.05,clear sky
560,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,59.79,62,0,4.27,clear sky
561,Samarai,PG,-10.6167,150.6667,80.1,83,100,10.67,overcast clouds
562,Rancho Palos Verdes,US,33.7445,-118.387,57.99,90,21,1.99,few clouds
563,Assare,BR,-6.8744,-39.875,73.04,92,85,0.85,light rain
564,Socorro,US,31.6546,-106.3033,70.11,13,0,0.0,clear sky
565,Waingapu,ID,-9.6567,120.2641,81.39,78,79,4.79,broken clouds
566,Newberg,US,45.3001,-122.9732,49.1,77,100,4.61,overcast clouds
567,Nemuro,JP,43.3236,145.575,39.63,83,100,3.44,overcast clouds
568,Nantucket,US,41.2835,-70.0995,44.71,67,0,6.91,clear sky
569,Paraiso,CR,9.8383,-83.8656,62.42,95,100,1.01,overcast clouds
570,Eydhafushi,MV,5.1033,73.0708,84.58,70,82,8.7,broken clouds
571,Shunyi,CN,40.125,116.6453,67.95,34,4,4.47,clear sky
572,Tres Palos,MX,18.1833,-101.6167,68.18,59,56,1.72,broken clouds
573,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,55.74,93,0,2.8,clear sky
574,Necochea,AR,-38.5473,-58.7368,54.95,91,74,10.27,broken clouds
575,Churapcha,RU,62.0025,132.4325,30.2,78,100,12.86,overcast clouds
576,Svobodnyy,RU,51.4,128.1333,41.59,87,100,7.85,overcast clouds
577,Rawson,AR,-43.3002,-65.1023,59.77,55,87,12.88,overcast clouds
578,Natal,BR,-5.795,-35.2094,81.25,89,40,4.61,scattered clouds
579,Byron Bay,AU,-28.65,153.6167,61.95,76,17,3.22,few clouds
580,Buraydah,SA,26.326,43.975,90.05,7,73,3.83,broken clouds
581,Namtsy,RU,62.7161,129.6658,31.95,80,100,9.1,overcast clouds
582,Haimen,CN,23.1935,116.6142,67.89,74,85,5.3,overcast clouds
583,Almeirim,BR,-1.5233,-52.5817,75.61,93,100,2.39,overcast clouds
584,Shalazhi,RU,43.0978,45.3608,65.55,31,100,4.16,overcast clouds
585,Camacupa,AO,-12.0167,17.4833,72.23,78,82,7.0,moderate rain
586,Usogorsk,RU,63.4106,48.6872,36.99,84,100,4.32,overcast clouds
587,Boddam,GB,57.4667,-1.7833,55.78,84,99,17.07,overcast clouds
588,Tabas,IR,33.5959,56.9244,75.42,20,100,9.22,overcast clouds
589,Marsh Harbour,BS,26.5412,-77.0636,75.51,80,68,11.7,broken clouds
590,Lompoc,US,34.6391,-120.4579,47.79,86,0,14.0,clear sky
591,Svatove,UA,49.4103,38.1503,56.93,76,100,6.85,light rain
592,Totma,RU,59.9747,42.7642,39.65,89,100,4.43,light rain
593,Bosobolo,CD,4.1833,19.9,83.52,64,100,3.67,overcast clouds
594,Point Pedro,LK,9.8167,80.2333,87.01,71,43,12.55,scattered clouds
595,Pekan Nenas,MY,1.51,103.5141,84.24,94,100,4.74,heavy intensity rain
596,Mormugao,IN,15.4,73.8,85.06,60,3,15.3,clear sky
597,Lamar,US,33.6668,-95.5836,53.51,82,100,8.05,overcast clouds
598,Marsa Matruh,EG,31.3525,27.2453,68.07,60,97,12.55,overcast clouds
599,Le Mans,FR,48.0,0.2,60.73,67,75,4.61,broken clouds
600,Panguna,PG,-6.3164,155.4848,69.06,95,100,2.01,overcast clouds
601,Jasper,US,37.2001,-94.3502,39.67,83,100,6.91,overcast clouds
602,Humaita,BR,-7.5061,-63.0208,74.1,96,100,1.61,overcast clouds
603,Kanniyakumari,IN,8.0833,77.5667,86.36,71,91,19.51,overcast clouds
604,Kamaishi,JP,39.2667,141.8833,50.27,91,100,7.09,light rain
605,Evanston,US,42.0411,-87.6901,35.96,93,100,4.61,light snow
606,Male,MV,4.1748,73.5089,84.54,66,63,7.96,broken clouds
607,Waddan,LY,29.1614,16.139,78.48,20,0,13.49,clear sky
608,Sibolga,ID,1.7427,98.7792,77.32,92,100,3.85,light rain
609,Satun,TH,6.8333,100.0,86.0,77,100,4.99,overcast clouds
610,Daugavpils,LV,55.8833,26.5333,49.96,41,60,10.76,broken clouds
611,Mirador,BR,-6.3708,-44.3631,75.92,92,100,0.67,overcast clouds
612,Pitimbu,BR,-7.4706,-34.8086,82.99,65,84,7.56,broken clouds
613,Harper,LR,4.375,-7.7169,82.11,73,82,3.56,broken clouds
614,Igarka,RU,67.4667,86.5833,21.09,89,100,13.76,light snow
615,Wajir,KE,1.7471,40.0573,89.47,46,99,7.92,light rain
616,Yerbogachen,RU,61.2767,108.0108,27.43,75,100,15.73,overcast clouds
617,Elliot,ZA,-31.3333,27.85,61.56,55,63,5.59,broken clouds
618,Paramonga,PE,-10.6667,-77.8333,65.35,90,55,6.42,broken clouds
619,Evensk,RU,61.95,159.2333,24.69,96,100,1.39,overcast clouds
620,Nishihara,JP,26.1842,127.7558,70.88,69,100,4.61,overcast clouds
621,Llangefni,GB,53.2556,-4.3106,54.66,76,20,13.8,few clouds
622,Nouadhibou,MR,20.931,-17.0347,71.58,68,48,10.36,scattered clouds
623,Malindi,KE,-3.2175,40.1191,86.74,64,66,17.92,broken clouds
624,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,76,0,12.66,clear sky
625,Santa Barbara,US,34.7333,-120.0343,52.0,97,100,0.0,fog
626,Finnsnes,NO,69.2296,17.9811,45.21,93,100,5.73,overcast clouds
627,Whyalla,AU,-33.0333,137.5833,62.49,72,75,11.5,broken clouds
628,Manono,CD,-7.3,27.4167,87.82,50,1,7.16,clear sky
629,Ipixuna,BR,-1.7625,-48.8043,75.24,94,93,0.89,overcast clouds
630,Kulhudhuffushi,MV,6.6221,73.07,84.72,69,12,5.21,few clouds
631,Duluth,US,46.7833,-92.1066,33.33,95,100,3.44,mist
632,Asau,RO,46.4333,26.4,47.95,45,94,7.05,overcast clouds
633,Roebourne,AU,-20.7833,117.1333,87.49,47,56,7.18,broken clouds
634,Leua,SK,48.2156,18.6071,56.5,41,42,4.54,scattered clouds
635,Tiznit,MA,29.5833,-9.5,83.12,13,100,6.15,overcast clouds
636,Kirgiz-Miyaki,RU,53.6324,54.7979,61.84,49,56,9.33,broken clouds
637,Sao Francisco Do Sul,BR,-26.2433,-48.6381,64.31,100,40,0.0,scattered clouds
638,Monrovia,LR,6.3005,-10.7969,89.37,68,100,3.74,overcast clouds
639,Yabelo,ET,4.8833,38.0833,76.28,41,91,5.66,overcast clouds
640,Lagdo,CM,9.05,13.7333,95.04,37,99,8.19,overcast clouds
641,Dicabisagan,PH,17.0818,122.4157,77.09,85,66,5.79,broken clouds
642,Henties Bay,NA,-22.116,14.2845,70.0,61,70,8.75,broken clouds
643,Beloha,MG,-25.1667,45.05,91.33,42,62,3.4,broken clouds
644,Sola,VU,-13.8833,167.55,82.99,73,86,14.56,overcast clouds
645,Puerto Leguizamo,CO,-0.1934,-74.7819,70.3,99,95,0.85,moderate rain
646,Digoin,FR,46.4812,3.9795,65.12,42,0,2.3,clear sky
647,Port Macquarie,AU,-31.4333,152.9167,61.9,80,82,5.88,broken clouds
648,Basco,PH,20.4487,121.9702,77.77,72,33,14.61,scattered clouds
649,Amahai,ID,-3.3333,128.9167,80.38,84,84,4.16,broken clouds
650,Ifakara,TZ,-8.1333,36.6833,85.5,64,30,2.8,light rain
651,Shar,KZ,49.5886,81.0453,72.9,17,100,13.0,overcast clouds
652,Mporokoso,ZM,-9.3727,30.125,77.09,58,14,7.99,few clouds
653,Turhal,TR,40.3875,36.0811,86.25,27,57,25.1,broken clouds
654,Summerville,US,33.0185,-80.1757,66.79,97,100,6.91,light rain
655,Loviisa,FI,60.4566,26.2251,53.29,77,100,3.31,overcast clouds
656,Tigil,RU,57.8,158.6667,24.66,96,100,8.55,light snow
657,Ulaanbaatar,MN,47.9077,106.8832,64.53,12,0,11.18,clear sky
658,Bremerton,US,47.5673,-122.6326,49.03,89,100,0.0,moderate rain
659,Vero Beach,US,27.6386,-80.3973,75.0,91,0,0.0,mist
660,Bukene,TZ,-4.2333,32.8833,83.91,42,85,9.1,overcast clouds
661,Terrasini,IT,38.146,13.0844,61.72,62,20,8.05,few clouds
662,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.38,92,100,8.05,overcast clouds
663,Ternate,ID,0.8,127.4,82.4,77,81,4.21,broken clouds
664,Sena Madureira,BR,-9.0656,-68.6569,70.14,96,46,4.16,scattered clouds
665,Ullapool,GB,57.8987,-5.1604,51.35,62,100,17.25,overcast clouds
666,Eyl,SO,7.9803,49.8164,90.27,55,16,15.41,few clouds
667,Santa Maria,BR,-29.6842,-53.8069,57.16,91,22,3.36,few clouds
668,Gangapur,IN,26.4833,76.7167,109.44,6,2,11.01,clear sky
669,San Juan,AR,-31.5375,-68.5364,59.2,55,0,3.58,clear sky
670,Mariental,NA,-24.6333,17.9667,82.47,29,8,7.72,clear sky
671,Latung,PH,5.5,120.8833,83.77,75,48,7.07,scattered clouds
672,Takoradi,GH,4.8845,-1.7554,83.89,71,100,8.75,light rain
673,Qaqortoq,GL,60.7167,-46.0333,31.21,74,7,5.21,clear sky
674,Soledade,BR,-28.8183,-52.5103,52.7,86,85,5.41,overcast clouds
675,Tabou,CI,4.423,-7.3528,80.71,77,95,2.75,light rain
676,Maldonado,UY,-34.6667,-54.9167,58.23,88,100,4.9,overcast clouds
677,Labuhan,ID,-6.8844,112.2051,83.14,74,71,5.75,broken clouds
678,Beihai,CN,21.4833,109.1,61.7,88,100,15.99,overcast clouds
679,Oranjestad,AW,12.524,-70.027,80.55,78,20,20.71,few clouds
680,Puri,IN,19.8,85.85,91.92,84,5,24.09,clear sky
681,Karatuzskoye,RU,53.6072,92.8667,57.92,66,98,8.46,overcast clouds
682,Swakopmund,NA,-22.6833,14.5333,81.45,66,64,7.49,broken clouds
683,Goedereede,NL,51.8175,3.9806,67.98,60,77,6.85,broken clouds
684,Solnechnyy,RU,50.7214,136.6319,27.34,94,89,4.76,overcast clouds
685,Kamenka,RU,51.3223,42.7678,62.78,49,100,13.09,overcast clouds
686,Labuan,MY,5.2767,115.2417,84.56,84,20,5.75,few clouds
687,Vieste,IT,41.8825,16.175,54.32,46,76,23.53,broken clouds
688,Flic En Flac,MU,-20.2742,57.3631,83.52,74,23,12.24,light rain
689,Iberia,US,29.9502,-91.7507,68.07,88,75,6.91,broken clouds
690,Fare,PF,-16.7,-151.0167,80.49,74,28,9.08,light rain
