City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Marawi,PH,2022-04-18 04:24:54,7.9986,124.2928,80.42,67,93,6.33
275,Kloulklubed,PW,2022-04-18 04:25:55,7.0419,134.2556,82.9,72,100,4.34
276,Opuwo,NA,2022-04-18 04:25:55,-18.0607,13.84,67.66,40,45,5.28
277,Saguday,PH,2022-04-18 04:25:55,16.5428,121.5638,85.55,63,44,4.12
278,Atar,MR,2022-04-18 04:25:55,20.5169,-13.0499,81.75,14,100,5.3
279,Khanpur,PK,2022-04-18 04:25:56,28.6453,70.6567,95.07,24,83,12.95
280,Konya,TR,2022-04-18 04:25:56,38.1667,32.5,58.48,35,2,18.39
281,Shubarshi,KZ,2022-04-18 04:25:56,48.5872,57.1869,57.54,53,1,4.88
282,Boca Do Acre,BR,2022-04-18 04:25:57,-8.7522,-67.3978,72.09,97,92,3.22
283,Tutoia,BR,2022-04-18 04:25:57,-2.7619,-42.2744,76.8,90,96,5.26
284,Tual,ID,2022-04-18 04:25:57,-5.6667,132.75,83.89,73,98,6.53
285,Saldanha,ZA,2022-04-18 04:25:58,-33.0117,17.9442,53.65,71,71,8.75
286,Simpang,ID,2022-04-18 04:25:58,-1.2667,104.0833,90.25,60,89,1.77
287,Pietarsaari,FI,2022-04-18 04:25:58,63.65,22.6833,33.01,96,81,4.81
288,Chuy,UY,2022-04-18 04:25:59,-33.6971,-53.4616,61.21,86,100,6.17
289,Sakakah,SA,2022-04-18 04:25:59,29.9697,40.2064,67.57,14,10,6.53
290,Talnakh,RU,2022-04-18 04:25:59,69.4865,88.3972,7.21,90,100,5.41
291,Lewisporte,CA,2022-04-18 04:25:59,49.2499,-55.0482,44.31,81,66,15.26
292,Nanortalik,GL,2022-04-18 04:26:00,60.1432,-45.2371,28.92,89,41,9.48
293,Cayenne,GF,2022-04-18 04:26:00,4.9333,-52.3333,81.09,1,20,7.0
294,Muisne,EC,2022-04-18 04:26:00,0.6,-80.0333,75.54,84,85,6.06
295,Ponta Do Sol,PT,2022-04-18 04:26:01,32.6667,-17.1,65.12,57,53,13.42
296,Vostok,RU,2022-04-18 04:26:01,46.4856,135.8833,40.5,48,99,12.08
297,Mandera,KE,2022-04-18 04:26:01,3.9366,41.867,79.68,71,88,5.77
298,Coihaique,CL,2022-04-18 04:26:02,-45.5752,-72.0662,52.41,76,75,5.75
299,Lavrentiya,RU,2022-04-18 04:26:02,65.5833,-171.0,31.73,96,100,14.54
300,Tsaratanana,MG,2022-04-18 04:26:02,-16.7833,47.65,72.63,82,21,9.15
301,Rondonopolis,BR,2022-04-18 04:25:22,-16.4708,-54.6356,64.6,65,69,2.82
302,Qinzhou,CN,2022-04-18 04:26:03,21.95,108.6167,59.43,88,100,15.82
303,Mar Del Plata,AR,2022-04-18 04:26:03,-38.0023,-57.5575,60.87,93,0,11.99
304,Tessalit,ML,2022-04-18 04:26:04,20.1986,1.0114,67.71,24,0,8.39
305,Zhigansk,RU,2022-04-18 04:26:04,66.7697,123.3711,31.21,85,100,29.24
306,Salinas,US,2022-04-18 04:23:10,36.6777,-121.6555,54.41,75,0,9.22
307,Pidhorodna,UA,2022-04-18 04:26:04,48.107,30.8895,34.38,80,100,12.06
308,Chinsali,ZM,2022-04-18 04:26:05,-10.5414,32.0816,59.81,98,64,4.97
309,Hargeysa,SO,2022-04-18 04:26:05,9.56,44.065,73.83,51,30,3.4
310,Havelock,US,2022-04-18 04:26:05,34.8791,-76.9013,58.98,68,100,23.02
311,Baykit,RU,2022-04-18 04:26:05,61.67,96.37,27.99,69,100,13.71
312,Slave Lake,CA,2022-04-18 04:26:06,55.2834,-114.769,28.38,74,100,6.91
313,Westport,US,2022-04-18 04:22:02,41.1415,-73.3579,43.83,61,0,3.44
314,Nikolsk,RU,2022-04-18 04:26:06,53.7189,46.0712,40.08,91,100,4.18
315,Arraial Do Cabo,BR,2022-04-18 04:23:37,-22.9661,-42.0278,71.22,72,19,3.98
316,Kinshasa,CD,2022-04-18 04:26:07,-4.3246,15.3215,73.72,94,99,4.61
317,Honiara,SB,2022-04-18 04:26:07,-9.4333,159.95,83.48,78,56,5.88
318,Mount Isa,AU,2022-04-18 04:26:07,-20.7333,139.5,94.77,14,0,6.91
319,Sao Filipe,CV,2022-04-18 04:26:08,14.8961,-24.4956,70.81,77,23,3.11
320,Senno,RU,2022-04-18 04:26:08,59.5336,33.9167,32.27,91,100,1.39
321,Olinda,BR,2022-04-18 04:27:08,-8.0089,-34.8553,82.13,69,40,3.44
322,Balgazyn,RU,2022-04-18 04:27:09,51.0,95.2,59.99,24,74,3.38
323,Churapcha,RU,2022-04-18 04:27:09,62.0025,132.4325,35.38,67,36,12.3
324,Itororo,BR,2022-04-18 04:27:09,-15.1169,-40.0703,69.03,92,99,3.87
325,Khartoum,SD,2022-04-18 04:22:38,15.5518,32.5324,83.01,26,3,3.36
326,Kulu,TR,2022-04-18 04:27:10,39.0951,33.0799,60.87,38,25,19.33
327,Chapais,CA,2022-04-18 04:27:10,49.7834,-74.8492,24.58,95,56,7.96
328,Chaihe,CN,2022-04-18 04:27:10,44.7667,129.7,50.77,18,47,8.79
329,Kavaratti,IN,2022-04-18 04:27:11,10.5669,72.642,83.66,69,90,1.28
330,Andilamena,MG,2022-04-18 04:27:11,-17.0167,48.5833,64.96,90,97,6.02
331,Hovd,MN,2022-04-18 04:22:18,48.0056,91.6419,57.27,10,14,2.71
332,Sterling,US,2022-04-18 04:24:46,39.0062,-77.4286,46.76,48,40,9.22
333,Mayo,US,2022-04-18 04:27:11,38.8876,-76.5119,48.15,48,0,6.91
334,Cortez,US,2022-04-18 04:27:12,37.3489,-108.5859,41.76,39,0,9.22
335,Porto Seguro,BR,2022-04-18 04:27:12,-16.4497,-39.0647,73.92,88,75,4.61
336,Dakar,SN,2022-04-18 04:27:13,14.6937,-17.4441,67.08,90,4,19.75
337,Kaniama,CD,2022-04-18 04:27:13,-7.5667,24.1833,65.82,94,46,4.07
338,Margate,GB,2022-04-18 04:27:13,51.3813,1.3862,48.69,71,18,5.93
339,Minervino Murge,IT,2022-04-18 04:27:13,41.0843,16.0784,51.24,67,100,14.25
340,Okhotsk,RU,2022-04-18 04:27:14,59.3833,143.3,27.39,83,94,1.9
341,Werl,DE,2022-04-18 04:27:14,51.55,7.9167,44.98,74,2,4.36
342,Chernenko,RU,2022-04-18 04:27:14,44.365,39.3103,57.88,64,100,1.95
343,Killybegs,IE,2022-04-18 04:27:15,54.6333,-8.45,44.96,72,71,13.44
344,Kenai,US,2022-04-18 04:27:15,60.5544,-151.2583,44.02,64,20,3.44
345,Parsons,US,2022-04-18 04:27:15,37.3403,-95.2611,44.06,93,98,9.71
346,Segou,ML,2022-04-18 04:27:16,13.4317,-6.2157,81.3,15,96,7.87
347,Richards Bay,ZA,2022-04-18 04:27:16,-28.783,32.0377,63.21,95,100,2.57
348,Fernie,CA,2022-04-18 04:25:20,49.5,-115.0687,35.8,96,57,3.18
349,Watertown,US,2022-04-18 04:23:37,42.3709,-71.1828,41.99,61,0,5.99
350,Sobolevo,RU,2022-04-18 04:27:16,54.4299,31.8996,31.19,93,100,13.85
351,Rantepao,ID,2022-04-18 04:27:17,-2.9701,119.8978,81.63,68,85,3.6
352,Ahipara,NZ,2022-04-18 04:27:17,-35.1667,173.1667,71.04,85,100,10.29
353,Gallup,US,2022-04-18 04:27:18,35.5281,-108.7426,52.02,13,0,3.44
354,Riyadh,SA,2022-04-18 04:27:13,24.6877,46.7219,69.94,21,1,8.46
355,Aiquile,BO,2022-04-18 04:27:18,-18.2041,-65.1807,52.97,84,100,3.69
356,Goderich,CA,2022-04-18 04:27:18,43.7501,-81.7165,30.9,80,1,6.91
357,Magdalena,PH,2022-04-18 04:27:19,14.1999,121.429,88.36,58,71,10.22
358,Mehamn,NO,2022-04-18 04:27:19,71.0357,27.8492,40.08,95,100,14.07
359,Kovdor,RU,2022-04-18 04:27:19,67.5662,30.4758,34.81,99,100,1.99
360,Iskateley,RU,2022-04-18 04:27:20,67.6803,53.1512,32.25,100,100,8.23
361,Ostrovnoy,RU,2022-04-18 04:27:20,68.0531,39.5131,33.51,92,100,6.49
362,Alofi,NU,2022-04-18 04:27:20,-19.0595,-169.9187,82.29,74,40,9.22
363,Rockhampton,AU,2022-04-18 04:27:20,-23.3833,150.5,84.09,39,2,11.5
364,Osypenko,UA,2022-04-18 04:27:21,46.9136,36.8253,50.09,89,100,9.35
365,Srednekolymsk,RU,2022-04-18 04:27:21,67.45,153.6833,25.36,83,99,6.53
366,Los Llanos De Aridane,ES,2022-04-18 04:27:21,28.6585,-17.9182,69.55,43,75,13.8
367,Kruisfontein,ZA,2022-04-18 04:28:22,-34.0033,24.7314,59.88,89,100,3.33
368,Taltal,CL,2022-04-18 04:28:22,-25.4,-70.4833,60.12,84,11,1.21
369,Cilegon,ID,2022-04-18 04:28:22,-6.0174,106.0538,86.59,69,98,7.96
370,San Anselmo,US,2022-04-18 04:28:22,37.9747,-122.5616,51.78,79,0,9.22
371,Lucapa,AO,2022-04-18 04:28:23,-8.4192,20.7447,64.74,97,83,2.8
372,Bambous Virieux,MU,2022-04-18 04:28:23,-20.3428,57.7575,79.21,100,40,5.75
373,Merauke,ID,2022-04-18 04:28:23,-8.4667,140.3333,84.72,72,97,5.46
374,Wagar,SD,2022-04-18 04:28:24,16.1525,36.2032,86.86,20,2,6.67
375,Elizabeth City,US,2022-04-18 04:28:24,36.2946,-76.2511,54.01,69,0,18.41
376,Mumford,GH,2022-04-18 04:28:24,5.2618,-0.759,78.3,89,98,8.12
377,Nabire,ID,2022-04-18 04:28:25,-3.3667,135.4833,84.52,75,99,3.36
378,San Patricio,US,2022-04-18 04:28:25,28.017,-97.5169,76.87,90,37,6.26
379,Adrar,MR,2022-04-18 04:28:25,20.5022,-10.0711,73.11,16,86,12.24
380,Ponnani,IN,2022-04-18 04:28:25,10.767,75.9252,87.12,68,20,2.93
381,Sawai Madhopur,IN,2022-04-18 04:28:26,25.9833,76.3667,94.3,21,1,17.52
382,Rawson,AR,2022-04-18 04:28:26,-43.3002,-65.1023,61.57,67,19,22.44
383,La Libertad,EC,2022-04-18 04:28:26,-2.2333,-80.9,70.77,86,77,8.34
384,Sal Rei,CV,2022-04-18 04:28:27,16.1833,-22.9167,68.52,80,13,10.33
385,Idil,TR,2022-04-18 04:28:27,37.3411,41.8895,53.53,54,0,9.22
386,Hofn,IS,2022-04-18 04:28:27,64.2539,-15.2082,43.88,71,54,8.66
387,Sechura,PE,2022-04-18 04:28:28,-5.5569,-80.8222,68.68,75,48,15.08
388,Vallenar,CL,2022-04-18 04:28:28,-28.5708,-70.7581,60.62,67,0,1.63
389,Abu Kamal,SY,2022-04-18 04:28:28,34.4506,40.9171,70.03,18,99,7.23
390,Mayumba,GA,2022-04-18 04:28:28,-3.432,10.6554,76.64,92,100,3.09
391,Altay,CN,2022-04-18 04:28:29,47.8667,88.1167,59.09,32,52,4.43
392,Bogorodskoye,RU,2022-04-18 04:28:29,56.55,37.8833,31.98,74,7,6.53
393,Beitbridge,ZW,2022-04-18 04:28:29,-22.2167,30.0,65.68,80,100,3.69
394,Minab,IR,2022-04-18 04:28:30,27.1467,57.0801,82.72,57,0,4.61
395,Milyutinskaya,RU,2022-04-18 04:28:30,48.6279,41.6679,49.8,60,100,12.8
396,West Bay,KY,2022-04-18 04:28:30,19.3667,-81.4167,79.0,81,0,4.07
397,Muros,ES,2022-04-18 04:26:27,42.7762,-9.0603,55.83,83,82,12.66
398,Rio Grande,BR,2022-04-18 04:28:31,-32.035,-52.0986,53.94,83,97,12.01
399,Tianjin,CN,2022-04-18 04:28:31,39.1422,117.1767,69.75,32,100,2.24
400,Balabac,PH,2022-04-18 04:28:31,7.9868,117.0645,85.6,69,99,12.01
401,Guanhaes,BR,2022-04-18 04:23:40,-18.775,-42.9325,59.77,97,31,2.55
402,Leno,IT,2022-04-18 04:28:32,45.3725,10.2166,49.87,65,0,8.05
403,Verkhnevilyuysk,RU,2022-04-18 04:28:32,63.4453,120.3167,38.57,94,99,9.37
404,Vila Franca Do Campo,PT,2022-04-18 04:28:32,37.7167,-25.4333,57.61,71,78,12.95
405,Pochutla,MX,2022-04-18 04:28:33,15.7432,-96.4661,79.83,72,11,6.42
406,Hamilton,US,2022-04-18 04:28:33,39.1834,-84.5333,45.81,55,0,5.01
407,Brownsville,US,2022-04-18 04:28:33,25.9018,-97.4975,76.98,89,75,5.75
408,Khandyga,RU,2022-04-18 04:28:34,62.6667,135.6,30.6,75,99,6.26
409,Baneh,IR,2022-04-18 04:28:34,35.9975,45.8853,50.81,39,8,4.76
410,Lata,PT,2022-04-18 04:28:34,40.1629,-8.3327,58.82,97,50,1.34
411,Maniitsoq,GL,2022-04-18 04:28:34,65.4167,-52.9,22.66,90,100,2.17
412,Emerald,AU,2022-04-18 04:28:35,-23.5333,148.1667,86.14,30,0,8.05
413,High Rock,BS,2022-04-18 04:28:35,26.6208,-78.2833,73.42,74,27,12.93
414,Oltu,TR,2022-04-18 04:28:35,40.5498,42.0013,46.47,56,100,5.26
415,Zeya,RU,2022-04-18 04:29:36,53.75,127.2667,42.85,31,100,11.32
416,Contamana,PE,2022-04-18 04:29:36,-7.3333,-75.0167,76.1,81,96,1.66
417,Geraldton,AU,2022-04-18 04:26:18,-28.7667,114.6,75.61,38,0,12.66
418,Takab,IR,2022-04-18 04:29:36,36.4009,47.1133,46.71,43,2,2.66
419,Burnham,US,2022-04-18 04:29:37,41.6389,-87.5567,39.36,80,100,8.05
420,Leningradskiy,RU,2022-04-18 04:29:16,69.3833,178.4167,25.0,92,86,7.65
421,Mrakovo,RU,2022-04-18 04:29:37,52.7161,56.6244,45.55,72,81,0.78
422,Faya,SA,2022-04-18 04:29:37,18.3851,42.4509,66.31,32,10,4.23
423,Kjopsvik,NO,2022-04-18 04:29:38,68.097,16.3742,44.17,93,100,3.36
424,Sidi Ali,DZ,2022-04-18 04:29:38,36.0998,0.4206,58.5,63,68,2.13
425,Arona,ES,2022-04-18 04:29:38,28.0996,-16.681,77.52,17,0,24.16
426,Homnabad,IN,2022-04-18 04:29:39,17.7667,77.1333,91.85,30,23,9.24
427,La Ronge,CA,2022-04-18 04:29:39,55.1001,-105.2842,28.62,68,20,2.3
428,Yerbogachen,RU,2022-04-18 04:29:39,61.2767,108.0108,34.48,77,92,13.87
429,Aloleng,PH,2022-04-18 04:29:39,16.1307,119.7824,86.52,61,27,7.76
430,Newport,GB,2022-04-18 04:29:40,51.5877,-2.9984,49.62,88,69,6.93
431,Murakami,JP,2022-04-18 04:29:40,38.2333,139.4833,58.89,47,100,3.6
432,Marzuq,YE,2022-04-18 04:29:40,14.4,46.4667,77.58,30,1,2.55
433,Lagoa,PT,2022-04-18 04:29:41,39.05,-27.9833,56.62,66,36,15.79
434,Tuatapere,NZ,2022-04-18 04:29:41,-46.1333,167.6833,61.38,65,86,1.57
435,Scarborough,GB,2022-04-18 04:28:59,54.2797,-0.4044,48.65,87,91,1.01
436,Santa Isabel,BR,2022-04-18 04:29:41,-23.3156,-46.2214,58.3,97,49,1.68
437,Sioux Lookout,CA,2022-04-18 04:29:42,50.1001,-91.917,24.87,86,100,3.44
438,Morant Bay,JM,2022-04-18 04:29:42,17.8815,-76.4093,80.22,84,6,6.29
439,Santa Lucia,ES,2022-04-18 04:28:51,27.9117,-15.5407,67.32,35,0,4.61
440,Alta Floresta,BR,2022-04-18 04:29:42,-9.8756,-56.0861,70.5,97,98,2.82
441,Williams Lake,CA,2022-04-18 04:29:43,52.1415,-122.1445,40.57,44,40,9.22
442,Depalpur,IN,2022-04-18 04:29:43,22.85,75.55,90.0,22,0,13.13
443,Mao,ES,2022-04-18 04:29:43,39.8885,4.2658,50.56,81,0,5.75
444,Parintins,BR,2022-04-18 04:29:44,-2.6283,-56.7358,73.2,100,100,2.44
445,Aksha,RU,2022-04-18 04:29:44,50.2814,113.2867,65.14,22,100,14.92
446,Sokolo,ML,2022-04-18 04:29:44,14.7328,-6.1219,79.56,15,42,10.87
447,Chivay,PE,2022-04-18 04:29:44,-15.6383,-71.6011,44.4,41,20,1.63
448,Saint-Pierre,RE,2022-04-18 04:27:49,-21.3393,55.4781,79.29,74,20,4.61
449,Belaya Gora,RU,2022-04-18 04:29:45,68.5333,146.4167,22.89,80,100,4.05
450,Barceloneta,PR,2022-04-18 04:29:45,18.4505,-66.5385,78.06,91,100,8.66
451,Tura,IN,2022-04-18 04:29:45,25.5198,90.2201,82.81,64,35,5.32
452,Flin Flon,CA,2022-04-18 04:29:46,54.7682,-101.865,20.73,95,93,2.59
453,Ushtobe,KZ,2022-04-18 04:29:46,45.2514,77.9838,77.4,14,18,2.26
454,Bandar,ID,2022-04-18 04:29:46,2.05,99.75,83.62,80,100,2.17
455,Solnechnyy,RU,2022-04-18 04:29:47,50.7214,136.6319,34.48,89,100,5.82
456,Kahului,US,2022-04-18 04:29:47,20.8947,-156.47,77.02,72,40,18.41
457,Morondava,MG,2022-04-18 04:29:47,-20.2833,44.2833,80.38,80,1,2.26
458,Ilulissat,GL,2022-04-18 04:29:47,69.2167,-51.1,10.42,72,20,4.61
459,Kashin,RU,2022-04-18 04:29:48,57.3592,37.6081,32.94,73,25,4.72
460,Jaque,PA,2022-04-18 04:29:48,7.5175,-78.1703,78.17,87,54,3.6
461,Mecca,SA,2022-04-18 04:25:08,21.4267,39.8261,83.1,31,5,2.53
462,Bajos De Haina,DO,2022-04-18 04:30:40,18.4154,-70.0332,72.32,90,98,4.45
463,Yenagoa,NG,2022-04-18 04:30:49,4.9247,6.2642,75.96,95,100,3.06
464,Paita,PE,2022-04-18 04:30:49,-5.0892,-81.1144,68.14,77,69,13.02
465,Kidal,ML,2022-04-18 04:26:09,18.4411,1.4078,71.42,24,12,9.42
466,Sawtell,AU,2022-04-18 04:30:49,-30.3833,153.1,77.02,53,8,10.36
467,Bereda,ES,2022-04-18 04:30:50,43.2686,-7.5406,51.42,100,100,3.91
468,Kumluca,TR,2022-04-18 04:30:50,36.3703,30.2869,66.11,56,0,4.41
469,Krutikha,RU,2022-04-18 04:30:50,53.9599,81.2093,52.02,60,96,5.5
470,Borovskoy,KZ,2022-04-18 04:30:51,53.8,64.15,48.02,46,100,6.87
471,Svetlaya,RU,2022-04-18 04:30:51,46.5389,138.3297,42.96,62,79,3.44
472,Lagos,NG,2022-04-18 04:29:41,6.5833,3.75,73.72,97,100,3.6
473,Dunedin,NZ,2022-04-18 04:30:37,-45.8742,170.5036,59.81,65,18,10.0
474,Lokachi,UA,2022-04-18 04:30:52,50.737,24.6494,31.75,69,63,7.63
475,Nantucket,US,2022-04-18 04:30:31,41.2835,-70.0995,44.15,60,0,9.22
476,Shingu,JP,2022-04-18 04:30:52,33.7333,135.9833,66.76,76,100,5.97
477,Saint Anthony,US,2022-04-18 04:30:52,45.0205,-93.218,35.38,90,100,12.66
478,Sao Gabriel Da Cachoeira,BR,2022-04-18 04:30:53,-0.1303,-67.0892,72.09,99,93,2.19
479,Quang Ngai,VN,2022-04-18 04:30:53,15.1167,108.8,83.8,68,75,7.38
480,Abu Dhabi,AE,2022-04-18 04:28:40,24.4667,54.3667,82.51,41,0,17.27
481,Beloha,MG,2022-04-18 04:30:53,-25.1667,45.05,75.58,80,100,7.31
482,Ewa Beach,US,2022-04-18 04:30:54,21.3156,-158.0072,78.75,63,75,17.27
483,Ondo,NG,2022-04-18 04:30:54,7.1,4.8333,71.83,96,100,0.36
484,Fayaoue,NC,2022-04-18 04:30:54,-20.65,166.5333,78.03,75,100,6.76
485,Bandarban,BD,2022-04-18 04:30:54,22.1965,92.2262,89.31,34,73,5.35
486,Sorong,ID,2022-04-18 04:29:39,-0.8833,131.25,86.27,68,93,12.82
487,Qui Nhon,VN,2022-04-18 04:30:55,13.7667,109.2333,81.3,72,42,11.81
488,Khasan,RU,2022-04-18 04:30:55,42.4308,130.6434,48.99,49,80,4.36
489,Mandalgovi,MN,2022-04-18 04:30:56,45.7625,106.2708,54.88,19,0,19.19
490,Same,TZ,2022-04-18 04:30:56,-4.0667,37.7333,69.1,84,100,4.38
491,Nanchang,CN,2022-04-18 04:30:56,28.6833,115.8833,63.54,64,100,3.31
492,Hami,CN,2022-04-18 04:30:19,42.8,93.45,67.14,10,0,4.23
493,Itarema,BR,2022-04-18 04:30:57,-2.9248,-39.9167,76.57,89,75,4.07
494,Dauphin,CA,2022-04-18 04:30:57,51.1494,-100.0502,17.74,86,0,6.91
495,Kirakira,SB,2022-04-18 04:30:57,-10.4544,161.9205,84.0,70,89,7.4
496,Edd,ER,2022-04-18 04:30:58,13.9297,41.6925,84.92,60,1,3.47
497,Toul,FR,2022-04-18 04:30:58,48.6667,5.9167,38.32,70,0,6.91
498,Ilebo,CD,2022-04-18 04:30:58,-4.3167,20.5833,71.31,93,92,1.1
499,Aabenraa,DK,2022-04-18 04:30:58,55.0443,9.4174,39.11,61,6,5.44
500,Washington,US,2022-04-18 04:30:26,47.5001,-120.5015,43.2,48,100,3.11
501,Chicama,PE,2022-04-18 04:30:59,-7.8447,-79.1469,61.34,84,45,4.23
502,Kennett,US,2022-04-18 04:30:59,36.2362,-90.0556,46.96,99,100,5.99
503,Kasamwa,TZ,2022-04-18 04:30:59,-2.85,32.4333,65.46,92,100,3.89
504,Panguna,PG,2022-04-18 04:32:00,-6.3164,155.4848,75.76,83,100,2.15
505,Krasnyy Yar,RU,2022-04-18 04:32:00,46.5331,48.3456,51.73,48,77,10.94
506,Osuna,ES,2022-04-18 04:32:00,37.2377,-5.1075,58.91,58,94,4.83
507,Machaneng,BW,2022-04-18 04:32:01,-23.1862,27.4886,63.05,86,100,4.81
508,Yankton,US,2022-04-18 04:32:01,42.8711,-97.3973,39.45,45,40,17.27
509,Kargil,IN,2022-04-18 04:32:01,34.5667,76.1,40.42,39,0,1.21
510,Metro,ID,2022-04-18 04:32:02,-5.1131,105.3067,91.06,51,80,3.31
511,Komsomolskiy,UZ,2022-04-18 04:32:02,40.4272,71.7189,75.92,31,40,6.91
512,Bozhou,CN,2022-04-18 04:32:02,33.8772,115.7703,74.41,22,62,14.29
513,Ambon,ID,2022-04-18 04:32:03,-3.6954,128.1814,89.74,70,40,11.5
514,Toamasina,MG,2022-04-18 04:32:03,-18.1667,49.3833,73.4,94,40,4.61
515,Egvekinot,RU,2022-04-18 04:32:03,66.3167,-179.1667,26.4,96,100,9.06
516,Svetlogorsk,BY,2022-04-18 04:32:04,52.6333,29.7333,33.49,96,100,8.81
517,Hudson Bay,CA,2022-04-18 04:32:04,52.85,-102.3842,18.82,98,100,3.15
518,Port Macquarie,AU,2022-04-18 04:32:04,-31.4333,152.9167,77.9,62,13,7.72
519,Kitimat,CA,2022-04-18 04:32:04,54.0524,-128.6534,46.78,65,19,3.38
520,Capim Grosso,BR,2022-04-18 04:32:05,-11.3811,-40.0128,70.32,93,100,7.38
521,Cotonou,BJ,2022-04-18 04:32:05,6.3654,2.4183,75.18,94,40,11.5
522,Maturin,VE,2022-04-18 04:32:05,9.75,-63.1767,71.92,90,77,4.38
523,Miles City,US,2022-04-18 04:32:06,46.4083,-105.8406,27.57,74,0,8.05
524,Tourlaville,FR,2022-04-18 04:32:06,49.6383,-1.5664,49.42,93,20,10.36
525,Camapua,BR,2022-04-18 04:32:06,-19.5314,-54.0439,61.23,70,0,5.57
526,San Carlos De Bariloche,AR,2022-04-18 04:30:12,-41.1456,-71.3082,49.75,76,40,9.22
527,Santa Clarita,US,2022-04-18 04:31:32,34.3917,-118.5426,66.52,70,18,3.38
528,Amapa,BR,2022-04-18 04:32:07,1.0,-52.0,71.35,100,100,1.45
529,Carauari,BR,2022-04-18 04:32:07,-4.8828,-66.8958,73.17,100,100,2.37
530,Mgandu,TZ,2022-04-18 04:32:08,-5.95,34.1333,61.65,94,100,6.11
531,Tilichiki,RU,2022-04-18 04:32:08,60.4667,166.1,25.23,82,54,6.87
532,Mandali,IQ,2022-04-18 04:32:08,33.7499,45.5541,77.52,17,44,7.05
533,Port Blair,IN,2022-04-18 04:31:45,11.6667,92.75,87.84,70,20,6.91
534,Beruwala,LK,2022-04-18 04:32:09,6.4788,79.9828,86.29,67,96,8.37
535,Flinders,AU,2022-04-18 04:32:09,-34.5833,150.8552,82.18,58,100,4.0
536,Sumkino,RU,2022-04-18 04:32:09,58.1108,68.3244,38.57,48,28,4.12
537,Mont-Dore,NC,2022-04-18 04:32:10,-22.2833,166.5833,84.18,99,77,3.89
538,Yangambi,CD,2022-04-18 04:32:10,0.8102,24.4336,70.16,98,86,0.67
539,Quetigny,FR,2022-04-18 04:32:10,47.3167,5.1167,42.75,56,0,6.91
540,Maple Creek,CA,2022-04-18 04:30:21,49.9168,-109.4848,27.01,93,72,4.61
541,Pacifica,US,2022-04-18 04:32:11,37.6138,-122.4869,50.61,77,0,13.8
542,Ormara,PK,2022-04-18 04:32:11,25.2088,64.6357,81.34,80,5,6.85
543,Palana,RU,2022-04-18 04:32:11,59.1167,159.9667,26.13,83,100,6.69
544,Lazaro Cardenas,MX,2022-04-18 04:31:08,17.9583,-102.2,72.81,74,85,4.12
545,Portlethen,GB,2022-04-18 04:32:12,57.0547,-2.1307,49.77,96,86,9.22
546,Berdigestyakh,RU,2022-04-18 04:27:30,62.0989,126.6992,29.93,95,100,13.09
547,Olavarria,AR,2022-04-18 04:32:12,-36.8927,-60.3225,55.02,90,79,6.42
548,Tomatlan,MX,2022-04-18 04:32:12,19.9333,-105.25,67.66,90,97,2.13
549,Uthal,PK,2022-04-18 04:33:13,25.8072,66.6219,87.55,58,13,5.28
550,Luangwa,ZM,2022-04-18 04:33:13,-15.6167,30.4167,72.7,83,41,3.62
